"","X1","Driver_ID","dr_city","dr_state","dr_contract","dr_commission","dr_paytype","dr_wkbase","dr_onduty","dr_status","Driver_Id","tenure(in_days)","last_ride","rides_in_last_1_month","rides_in_last_3_month","rides_in_last_6_month","rides_in_last_1_year","average_total_payment_1_month","average_total_payment_3_month","average_total_payment_6_month","average_total_payment_1_year","sum_total_payment_1_month","sum_total_payment_3_month","sum_total_payment_6_month","sum_total_payment_1_year","average_standard_payment_1_month","average_standard_payment_3_month","average_standard_payment_6_month","average_standard_payment_1_year","sum_standard_payment_1_month","sum_standard_payment_3_month","sum_standard_payment_6_month","sum_standard_payment_1_year","average_non_standard_payment_1_month","average_non_standard_payment_3_month","average_non_standard_payment_6_month","average_non_standard_payment_1_year","sum_non_standard_payment_1_month","sum_non_standard_payment_3_month","sum_non_standard_payment_6_month","sum_non_standard_payment_1_year","average_jobs_1_month","average_jobs_3_month","average_jobs_6_month","average_jobs_1_year","total_jobs_1_month","total_jobs_3_month","total_jobs_6_month","total_jobs_1_year","average_satisfaction_1_month","average_satisfaction_3_month","average_satisfaction_6_month","average_satisfaction_1_year","Tenure(in_categories)","churn_status"
"2543",2679,68563,"MIAMI","FL",1,100,"COMMISSION","Not Specified",0,236,68563,25,2017-12-11,0,0,0,16,0,0,0,463.92,0,0,0,7422.72,0,0,0,463.92,0,0,0,7422.72,0,0,0,0,0,0,0,0,0,0,0,6.375,0,0,0,102,0.5,0.5,0.5,0.5,"less than or equal to a month",FALSE
"2544",2680,68564,"BELLFLOWER","CA",1,0,"WEEKLY","Not Specified",1,107,68564,146,2017-12-30,0,0,0,120,0,0,0,186.8255,0,0,0,22419.06,0,0,0,186.8255,0,0,0,22419.06,0,0,0,0,0,0,0,0,0,0,0,7.66666666666667,0,0,0,920,0.5,0.5,0.5,1,"less than or equal to 6 month",FALSE
"2545",2681,68574,"HOUSTON","TX",1,100,"COMMISSION","Not Specified",0,236,68574,200,2017-12-31,0,0,0,167,0,0,0,837.269461077844,0,0,0,139824,0,0,0,837.269461077844,0,0,0,139824,0,0,0,0,0,0,0,0,0,0,0,15.7544910179641,0,0,0,2631,0.5,0.5,0.5,0.356687898089172,"more than 6 month",FALSE
"2546",2682,68575,"HOUSTON","TX",1,100,"COMMISSION","Not Specified",0,236,68575,178,2017-11-25,0,0,0,20,0,0,0,578.925,0,0,0,11578.5,0,0,0,578.925,0,0,0,11578.5,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,188,0.5,0.5,0.5,0.4,"less than or equal to 6 month",FALSE
"2547",2683,68576,"HOUSTON","TX",1,100,"COMMISSION","Not Specified",0,236,68576,166,2017-12-31,0,0,0,35,0,0,0,582.174857142857,0,0,0,20376.12,0,0,0,582.174857142857,0,0,0,20376.12,0,0,0,0,0,0,0,0,0,0,0,12.1142857142857,0,0,0,424,0.5,0.5,0.5,0.518518518518518,"less than or equal to 6 month",FALSE
"2548",2684,68577,"VANCOUVER","OR",1,100,"COMMISSION","1",1,107,68577,212,2017-12-29,0,0,0,157,0,0,0,1078.50261146497,0,0,0,169324.91,0,0,0,837.617006369427,0,0,0,131505.87,0,0,0,240.885605095541,0,0,0,37819.04,0,0,0,13.0955414012739,0,0,0,2056,0.5,0.5,0.5,0.807692307692308,"more than 6 month",FALSE
"2549",2685,68578,"VANCOUVER","OR",1,100,"COMMISSION","1",1,107,68578,213,2017-12-30,0,0,0,173,0,0,0,877.876878612717,0,0,0,151872.7,0,0,0,810.001271676301,0,0,0,140130.22,0,0,0,67.8756069364162,0,0,0,11742.48,0,0,0,10.7803468208092,0,0,0,1865,0.5,0.5,0.5,0.777777777777778,"more than 6 month",FALSE
"2550",2686,68588,"LANCASTER","TX",1,100,"COMMISSION","Not Specified",0,236,68588,211,2017-12-28,0,0,0,105,0,0,0,1493.54161904762,0,0,0,156821.87,0,0,0,1440.62333333333,0,0,0,151265.45,0,0,0,52.9182857142857,0,0,0,5556.42,0,0,0,11.5619047619048,0,0,0,1214,0.5,0.5,0.5,0.693548387096774,"more than 6 month",FALSE
"2551",2687,68589,"LANCASTER","TX",1,100,"COMMISSION","Not Specified",0,236,68589,150,2017-12-30,0,0,0,97,0,0,0,1127.25721649485,0,0,0,109343.95,0,0,0,1106.37350515464,0,0,0,107318.23,0,0,0,20.8837113402062,0,0,0,2025.72,0,0,0,7.24742268041237,0,0,0,703,0.5,0.5,0.5,0.82,"less than or equal to 6 month",FALSE
"2552",2688,68591,"BAY POINT","CA",1,100,"COMMISSION","Not Specified",0,236,68591,41,2017-08-14,0,0,0,7,0,0,0,406.857142857143,0,0,0,2848,0,0,0,406.857142857143,0,0,0,2848,0,0,0,0,0,0,0,0,0,0,0,10.4285714285714,0,0,0,73,0.5,0.5,0.5,0.833333333333333,"less than or equal to 3 month",TRUE
"2553",2690,68603,"CATONSVILLE","MD",1,100,"COMMISSION","Not Specified",0,236,68603,104,2017-09-12,0,0,0,99,0,0,0,842.030303030303,0,0,0,83361,0,0,0,842.030303030303,0,0,0,83361,0,0,0,0,0,0,0,0,0,0,0,14.030303030303,0,0,0,1389,0.5,0.5,0.5,0.525773195876289,"less than or equal to 6 month",TRUE
"2554",2691,68604,"CATONSVILLE","MD",1,100,"COMMISSION","Not Specified",0,236,68604,123,2017-10-02,0,0,0,97,0,0,0,707.958762886598,0,0,0,68672,0,0,0,707.958762886598,0,0,0,68672,0,0,0,0,0,0,0,0,0,0,0,11.7731958762887,0,0,0,1142,0.5,0.5,0.5,0.431818181818182,"less than or equal to 6 month",FALSE
"2555",2692,68605,"WEST GREENWICH","RI",1,100,"COMMISSION","Not Specified",1,107,68605,214,2017-12-31,0,0,0,207,0,0,0,1017.88405797101,0,0,0,210702,0,0,0,998.840579710145,0,0,0,206760,0,0,0,19.0434782608696,0,0,0,3942,0,0,0,15.9275362318841,0,0,0,3297,0.5,0.5,0.5,0.495145631067961,"more than 6 month",FALSE
"2556",2693,68606,"FISHKILL","NY",1,100,"COMMISSION","Not Specified",0,236,68606,1,2017-09-10,0,0,0,1,0,0,0,504,0,0,0,504,0,0,0,504,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"2557",2694,68607,"FRANKLIN PARK","IL",1,100,"COMMISSION","Not Specified",0,236,68607,208,2017-12-29,0,0,0,135,0,0,0,651.703703703704,0,0,0,87980,0,0,0,629.57037037037,0,0,0,84992,0,0,0,22.1333333333333,0,0,0,2988,0,0,0,4.0962962962963,0,0,0,553,0.5,0.5,0.5,0.867469879518072,"more than 6 month",FALSE
"2558",2696,68612,"ROCHESTER HILLS","MI",1,100,"COMMISSION","Not Specified",1,107,68612,71,2017-12-30,0,0,0,27,0,0,0,1601.92296296296,0,0,0,43251.92,0,0,0,1601.92296296296,0,0,0,43251.92,0,0,0,0,0,0,0,0,0,0,0,24.3703703703704,0,0,0,658,0.5,0.5,0.5,0.5,"less than or equal to 3 month",FALSE
"2559",2697,68613,"WINDSOR","ON",1,0,"DAILY","1",0,236,68613,161,2017-11-11,0,0,0,19,0,0,0,10.9473684210526,0,0,0,208,0,0,0,10.9473684210526,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,10.3157894736842,0,0,0,196,0.5,0.5,0.5,0.333333333333333,"less than or equal to 6 month",FALSE
"2560",2698,68614,"DALLAS","TX",1,100,"COMMISSION","Not Specified",1,107,68614,6,2017-12-02,0,0,0,6,0,0,0,1237.97333333333,0,0,0,7427.84,0,0,0,1039.23333333333,0,0,0,6235.4,0,0,0,198.74,0,0,0,1192.44,0,0,0,17.3333333333333,0,0,0,104,0.5,0.5,0.5,0.5,"less than or equal to a month",FALSE
"2561",2699,68615,"SAINT PAUL","MN",1,100,"COMMISSION","1",0,236,68615,180,2017-12-10,0,0,0,141,0,0,0,870.205886524823,0,0,0,122699.03,0,0,0,807.645460992908,0,0,0,113878.01,0,0,0,62.5604255319149,0,0,0,8821.02,0,0,0,10.2056737588652,0,0,0,1439,0.5,0.5,0.5,0.752136752136752,"less than or equal to 6 month",FALSE
"2562",2700,68622,"CONROE","TX",1,100,"COMMISSION","1",1,107,68622,213,2017-12-30,0,0,0,171,0,0,0,1407.87485380117,0,0,0,240746.6,0,0,0,1401.96842105263,0,0,0,239736.6,0,0,0,5.90643274853801,0,0,0,1010,0,0,0,4.47368421052632,0,0,0,765,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"2563",2701,68624,"GRAND PRAIRIE","TX",1,100,"COMMISSION","Not Specified",1,107,68624,1,2017-11-26,0,0,0,1,0,0,0,1392.72,0,0,0,1392.72,0,0,0,1392.72,0,0,0,1392.72,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0.5,0.5,0.5,0.5,"less than or equal to a month",FALSE
"2564",2702,68625,"SAN LEANDRO","CA",1,100,"COMMISSION","Not Specified",1,107,68625,68,2017-08-18,0,0,0,9,0,0,0,617.777777777778,0,0,0,5560,0,0,0,617.777777777778,0,0,0,5560,0,0,0,0,0,0,0,0,0,0,0,9.11111111111111,0,0,0,82,0.5,0.5,0.5,0.428571428571429,"less than or equal to 3 month",TRUE
"2565",2703,68630,"FAMINGTON HILLS","MI",1,100,"COMMISSION","1",1,107,68630,129,2017-12-30,0,0,0,105,0,0,0,1184.16542857143,0,0,0,124337.37,0,0,0,1141.75819047619,0,0,0,119884.61,0,0,0,42.4072380952381,0,0,0,4452.76,0,0,0,15.5619047619048,0,0,0,1634,0.5,0.5,0.5,0.670103092783505,"less than or equal to 6 month",FALSE
"2566",2704,68635,"RIVERVIEW","FL",1,100,"COMMISSION","1",0,236,68635,111,2017-10-10,0,0,0,43,0,0,0,720.100930232558,0,0,0,30964.34,0,0,0,628.84511627907,0,0,0,27040.34,0,0,0,91.2558139534884,0,0,0,3924,0,0,0,12.7674418604651,0,0,0,549,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"2567",2705,68636,"RICHMOND","TX",1,100,"COMMISSION","Not Specified",0,236,68636,1,2017-07-04,0,0,0,1,0,0,0,360,0,0,0,360,0,0,0,360,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0.5,0.5,0.5,1,"less than or equal to a month",TRUE
"2568",2706,68637,"RIVERDALE","GA",1,100,"COMMISSION","Not Specified",0,236,68637,30,2017-06-30,0,0,0,14,0,0,0,688.475714285714,0,0,0,9638.66,0,0,0,653.428571428571,0,0,0,9148,0,0,0,35.0471428571429,0,0,0,490.66,0,0,0,13.5714285714286,0,0,0,190,0.5,0.5,0.5,0,"less than or equal to a month",TRUE
"2569",2707,68638,"RIVERDALE","GA",1,100,"COMMISSION","Not Specified",0,236,68638,1,2017-06-10,0,0,0,1,0,0,0,960,0,0,0,960,0,0,0,960,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,49,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"2570",2708,68639,"HOUSTON","TX",1,100,"COMMISSION","Not Specified",0,236,68639,13,2017-06-22,0,0,0,7,0,0,0,288,0,0,0,2016,0,0,0,288,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,4.71428571428571,0,0,0,33,0.5,0.5,0.5,0.333333333333333,"less than or equal to a month",TRUE
"2571",2709,68642,"PHILADELPHIA","PA",1,100,"COMMISSION","Not Specified",0,236,68642,7,2017-06-07,0,0,0,3,0,0,0,746.666666666667,0,0,0,2240,0,0,0,746.666666666667,0,0,0,2240,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,33,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"2572",2710,68643,"CLAYMONT","PA",1,100,"COMMISSION","Not Specified",1,107,68643,131,2017-10-11,0,0,0,5,0,0,0,1260,0,0,0,6300,0,0,0,1260,0,0,0,6300,0,0,0,0,0,0,0,0,0,0,0,18.2,0,0,0,91,0.5,0.5,0.5,0.666666666666667,"less than or equal to 6 month",FALSE
"2573",2711,68657,"LAWRENCEVILLE","GA",1,100,"COMMISSION","Not Specified",0,236,68657,21,2017-07-16,0,0,0,11,0,0,0,921.032727272727,0,0,0,10131.36,0,0,0,721.26,0,0,0,7933.86,0,0,0,199.772727272727,0,0,0,2197.5,0,0,0,10.1818181818182,0,0,0,112,0.5,0.5,0.5,0.833333333333333,"less than or equal to a month",TRUE
"2574",2712,68662,"NEWARK","DE",1,100,"COMMISSION","Not Specified",1,107,68662,204,2017-12-31,0,0,0,182,0,0,0,672.115384615385,0,0,0,122325,0,0,0,672.115384615385,0,0,0,122325,0,0,0,0,0,0,0,0,0,0,0,12.6483516483516,0,0,0,2302,0.5,0.5,0.5,0.491329479768786,"more than 6 month",FALSE
"2575",2713,68663,"VIRGINIA BEACH","VA",1,100,"COMMISSION","Not Specified",1,107,68663,199,2017-12-29,0,0,0,173,0,0,0,822.693294797688,0,0,0,142325.94,0,0,0,819.91838150289,0,0,0,141845.88,0,0,0,2.77491329479769,0,0,0,480.06,0,0,0,14.271676300578,0,0,0,2469,0.5,0.5,0.5,0.56043956043956,"more than 6 month",FALSE
"2576",2714,68664,"RICHMOND","TX",1,100,"COMMISSION","Not Specified",0,236,68664,95,2017-09-03,0,0,0,53,0,0,0,483.396226415094,0,0,0,25620,0,0,0,483.396226415094,0,0,0,25620,0,0,0,0,0,0,0,0,0,0,0,9.47169811320755,0,0,0,502,0.5,0.5,0.5,0.611111111111111,"less than or equal to 6 month",TRUE
"2577",2715,68665,"RICHMOND","TX",1,100,"COMMISSION","Not Specified",0,236,68665,1,2017-06-04,0,0,0,1,0,0,0,288,0,0,0,288,0,0,0,288,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0.5,0.5,0.5,0,"less than or equal to a month",TRUE
"2578",2716,68670,"PLAINFIELD","IL",1,100,"COMMISSION","Not Specified",1,107,68670,73,2017-08-16,0,0,0,44,0,0,0,870.295454545455,0,0,0,38293,0,0,0,870.295454545455,0,0,0,38293,0,0,0,0,0,0,0,0,0,0,0,15.9318181818182,0,0,0,701,0.5,0.5,0.5,0.317073170731707,"less than or equal to 3 month",TRUE
"2579",2717,68671,"HAYWARD","CA",1,100,"COMMISSION","Not Specified",1,107,68671,214,2017-12-31,0,0,0,192,0,0,0,827.525989583333,0,0,0,158884.99,0,0,0,810.774739583333,0,0,0,155668.75,0,0,0,16.75125,0,0,0,3216.24,0,0,0,10.4375,0,0,0,2004,0.5,0.5,0.5,0.803468208092486,"more than 6 month",FALSE
"2580",2718,68672,"MARIETTA","GA",1,100,"COMMISSION","Not Specified",0,236,68672,10,2017-06-10,0,0,0,7,0,0,0,1002.85714285714,0,0,0,7020,0,0,0,1002.85714285714,0,0,0,7020,0,0,0,0,0,0,0,0,0,0,0,44.4285714285714,0,0,0,311,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"2581",2719,68674,"HOUSTON","TX",1,100,"COMMISSION","Not Specified",0,236,68674,28,2017-07-14,0,0,0,18,0,0,0,992,0,0,0,17856,0,0,0,992,0,0,0,17856,0,0,0,0,0,0,0,0,0,0,0,16.5,0,0,0,297,0.5,0.5,0.5,0.411764705882353,"less than or equal to a month",TRUE
"2582",2720,68675,"MIAMI","FL",1,100,"COMMISSION","Not Specified",1,107,68675,127,2017-12-30,0,0,0,55,0,0,0,661.929090909091,0,0,0,36406.1,0,0,0,661.929090909091,0,0,0,36406.1,0,0,0,0,0,0,0,0,0,0,0,13.0363636363636,0,0,0,717,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"2583",2721,68679,"NAPLES","FL",1,100,"COMMISSION","Not Specified",0,236,68679,59,2017-07-29,0,0,0,37,0,0,0,807.486486486486,0,0,0,29877,0,0,0,807.486486486486,0,0,0,29877,0,0,0,0,0,0,0,0,0,0,0,14.6486486486486,0,0,0,542,0.5,0.5,0.5,0.638888888888889,"less than or equal to 3 month",TRUE
"2584",2722,68685,"PATERSON","NJ",1,100,"COMMISSION","Not Specified",0,236,68685,5,2017-06-27,0,0,0,2,0,0,0,885.5,0,0,0,1771,0,0,0,885.5,0,0,0,1771,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,34,0.5,0.5,0.5,0,"less than or equal to a month",TRUE
"2585",2723,68690,"CHINO","CA",1,100,"COMMISSION","Not Specified",1,107,68690,144,2017-10-22,0,0,0,140,0,0,0,646.152428571429,0,0,0,90461.34,0,0,0,645.972428571429,0,0,0,90436.14,0,0,0,0.18,0,0,0,25.2,0,0,0,9.9,0,0,0,1386,0.5,0.5,0.5,0.841121495327103,"less than or equal to 6 month",FALSE
"2586",2724,68691,"CHINO","CA",1,100,"COMMISSION","Not Specified",1,107,68691,77,2017-12-31,0,0,0,67,0,0,0,654.689850746269,0,0,0,43864.22,0,0,0,654.313731343284,0,0,0,43839.02,0,0,0,0.376119402985075,0,0,0,25.2,0,0,0,9.98507462686567,0,0,0,669,0.5,0.5,0.5,0.929824561403509,"less than or equal to 3 month",FALSE
"2587",2725,68695,"YORBA LINDA","CA",1,100,"COMMISSION","Not Specified",0,236,68695,4,2017-06-16,0,0,0,4,0,0,0,137.555,0,0,0,550.22,0,0,0,137.555,0,0,0,550.22,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,11,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"2588",2726,68698,"LAUREL","MD",1,100,"COMMISSION","1",1,107,68698,206,2017-12-31,0,0,0,181,0,0,0,809.707182320442,0,0,0,146557,0,0,0,809.707182320442,0,0,0,146557,0,0,0,0,0,0,0,0,0,0,0,18.5027624309392,0,0,0,3349,0.5,0.5,0.5,0.461077844311377,"more than 6 month",FALSE
"2589",2727,68699,"TUKWILA","WA",1,100,"COMMISSION","Not Specified",1,107,68699,213,2017-12-31,0,0,0,38,0,0,0,572.763157894737,0,0,0,21765,0,0,0,505.657894736842,0,0,0,19215,0,0,0,67.1052631578947,0,0,0,2550,0,0,0,14.3157894736842,0,0,0,544,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"2590",2728,68700,"FREEPORT","NY",1,100,"COMMISSION","Not Specified",0,236,68700,212,2017-12-30,0,0,0,191,0,0,0,1187.37696335079,0,0,0,226789,0,0,0,1187.37696335079,0,0,0,226789,0,0,0,0,0,0,0,0,0,0,0,19.0890052356021,0,0,0,3646,0.5,0.5,0.5,0.492063492063492,"more than 6 month",FALSE
"2591",2729,68701,"NEW BRAUNFELS","TX",1,100,"COMMISSION","Not Specified",0,236,68701,64,2017-08-04,0,0,0,48,0,0,0,1666.44666666667,0,0,0,79989.44,0,0,0,1582.12416666667,0,0,0,75941.96,0,0,0,84.3225,0,0,0,4047.48,0,0,0,12.625,0,0,0,606,0.5,0.5,0.5,0.764705882352941,"less than or equal to 3 month",TRUE
"2592",2730,68702,"ELMHURST","IL",1,100,"COMMISSION","Not Specified",0,236,68702,64,2017-08-18,0,0,0,23,0,0,0,767.673913043478,0,0,0,17656.5,0,0,0,767.673913043478,0,0,0,17656.5,0,0,0,0,0,0,0,0,0,0,0,14.0434782608696,0,0,0,323,0.5,0.5,0.5,0.590909090909091,"less than or equal to 3 month",TRUE
"2593",2731,68704,"CENTRAL ISLIP","NY",1,100,"COMMISSION","Not Specified",0,236,68704,13,2017-06-15,0,0,0,13,0,0,0,923.076923076923,0,0,0,12000,0,0,0,923.076923076923,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,8.30769230769231,0,0,0,108,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"2594",2732,68705,"HOUSTON","TX",1,100,"COMMISSION","Not Specified",0,236,68705,118,2017-12-30,0,0,0,79,0,0,0,849.381012658228,0,0,0,67101.1,0,0,0,849.381012658228,0,0,0,67101.1,0,0,0,0,0,0,0,0,0,0,0,14.1012658227848,0,0,0,1114,0.5,0.5,0.5,0.8,"less than or equal to 6 month",FALSE
"2595",2733,68706,"ATLANTA","GA",1,100,"COMMISSION","Not Specified",0,236,68706,1,2017-07-26,0,0,0,1,0,0,0,960,0,0,0,960,0,0,0,960,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"2596",2734,68707,"ATLANTA","GA",1,100,"COMMISSION","Not Specified",0,236,68707,186,2017-12-03,0,0,0,128,0,0,0,903.92734375,0,0,0,115702.7,0,0,0,909.0234375,0,0,0,116355,0,0,0,-5.09609375,0,0,0,-652.3,0,0,0,24.3359375,0,0,0,3115,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"2597",2735,68711,"CHULA VISTA","CA",1,0,"WEEKLY","Not Specified",1,107,68711,145,2017-12-30,0,0,0,117,0,0,0,655.299401709402,0,0,0,76670.03,0,0,0,654.449829059829,0,0,0,76570.63,0,0,0,0.84957264957265,0,0,0,99.4,0,0,0,7.56410256410256,0,0,0,885,0.5,0.5,0.5,1,"less than or equal to 6 month",FALSE
"2598",2736,68713,"ASHEVILLE","NC",1,100,"COMMISSION","Not Specified",0,236,68713,170,2017-11-17,0,0,0,101,0,0,0,1380.10891089109,0,0,0,139391,0,0,0,908.910891089109,0,0,0,91800,0,0,0,471.19801980198,0,0,0,47591,0,0,0,12.029702970297,0,0,0,1215,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"2599",2737,68714,"SUGARLAND","TX",1,100,"COMMISSION","1",0,236,68714,212,2017-12-30,0,0,0,164,0,0,0,1012.04,0,0,0,165974.56,0,0,0,1012.04,0,0,0,165974.56,0,0,0,0,0,0,0,0,0,0,0,17.1219512195122,0,0,0,2808,0.5,0.5,0.5,0.304347826086957,"more than 6 month",FALSE
"2600",2738,68716,"ODESSA","TX",1,100,"COMMISSION","1",0,236,68716,71,2017-08-10,0,0,0,48,0,0,0,407,0,0,0,19536,0,0,0,407,0,0,0,19536,0,0,0,0,0,0,0,0,0,0,0,5.85416666666667,0,0,0,281,0.5,0.5,0.5,0.551724137931034,"less than or equal to 3 month",TRUE
"2601",2739,68717,"JESSUP","MD",1,100,"COMMISSION","1",1,107,68717,208,2017-12-31,0,0,0,92,0,0,0,661.576086956522,0,0,0,60865,0,0,0,661.576086956522,0,0,0,60865,0,0,0,0,0,0,0,0,0,0,0,11.3369565217391,0,0,0,1043,0.5,0.5,0.5,0.547619047619048,"more than 6 month",FALSE
"2602",2741,68719,"JESSUP","MD",1,100,"COMMISSION","1",1,107,68719,207,2017-12-31,0,0,0,169,0,0,0,928.284023668639,0,0,0,156880,0,0,0,928.284023668639,0,0,0,156880,0,0,0,0,0,0,0,0,0,0,0,15.905325443787,0,0,0,2688,0.5,0.5,0.5,0.587878787878788,"more than 6 month",FALSE
"2603",2743,68725,"HUMBLE","TX",1,100,"COMMISSION","Not Specified",1,107,68725,199,2017-12-30,0,0,0,168,0,0,0,686.428571428571,0,0,0,115320,0,0,0,686.428571428571,0,0,0,115320,0,0,0,0,0,0,0,0,0,0,0,16.1011904761905,0,0,0,2705,0.5,0.5,0.5,0.588957055214724,"more than 6 month",FALSE
"2604",2744,68730,"BLOOMFIELD","CT",1,100,"COMMISSION","Not Specified",0,236,68730,88,2017-08-28,0,0,0,48,0,0,0,623.416666666667,0,0,0,29924,0,0,0,623.416666666667,0,0,0,29924,0,0,0,0,0,0,0,0,0,0,0,12.375,0,0,0,594,0.5,0.5,0.5,0.552631578947368,"less than or equal to 3 month",TRUE
"2605",2745,68731,"ATLANTA","GA",1,100,"COMMISSION","Not Specified",0,236,68731,7,2017-06-09,0,0,0,2,0,0,0,700,0,0,0,1400,0,0,0,700,0,0,0,1400,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,26,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"2606",2746,68733,"MISSISSAUGA,ON,L5M2Z8","ON",1,0,"DAILY","Not Specified",1,107,68733,212,2017-12-31,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.97311827956989,0,0,0,1669,0.5,0.5,0.5,0.686813186813187,"more than 6 month",FALSE
"2607",2747,68738,"BLOOMFIELD","CT",1,100,"COMMISSION","Not Specified",0,236,68738,211,2017-12-30,0,0,0,117,0,0,0,717.487179487179,0,0,0,83946,0,0,0,717.487179487179,0,0,0,83946,0,0,0,0,0,0,0,0,0,0,0,12.2820512820513,0,0,0,1437,0.5,0.5,0.5,0.523364485981308,"more than 6 month",FALSE
"2608",2748,68739,"BLOOMFIELD","CT",1,100,"COMMISSION","Not Specified",0,236,68739,130,2017-10-10,0,0,0,122,0,0,0,822.475409836066,0,0,0,100342,0,0,0,822.475409836066,0,0,0,100342,0,0,0,0,0,0,0,0,0,0,0,13.5491803278689,0,0,0,1653,0.5,0.5,0.5,0.474137931034483,"less than or equal to 6 month",FALSE
"2609",2749,68744,"BLOOMFIELD","CT",1,100,"COMMISSION","Not Specified",0,236,68744,212,2017-12-31,0,0,0,62,0,0,0,598.935483870968,0,0,0,37134,0,0,0,598.935483870968,0,0,0,37134,0,0,0,0,0,0,0,0,0,0,0,11.4677419354839,0,0,0,711,0.5,0.5,0.5,0.641509433962264,"more than 6 month",FALSE
"2610",2750,68745,"UNION CITY","NJ",1,100,"COMMISSION","Not Specified",0,236,68745,2,2017-06-04,0,0,0,2,0,0,0,1001,0,0,0,2002,0,0,0,1001,0,0,0,2002,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,31,0.5,0.5,0.5,1,"less than or equal to a month",TRUE
"2611",2751,68750,"FT MYERS","FL",1,100,"COMMISSION","1",0,236,68750,3,2017-06-10,0,0,0,3,0,0,0,897,0,0,0,2691,0,0,0,897,0,0,0,2691,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,0,0,0,50,0.5,0.5,0.5,0.333333333333333,"less than or equal to a month",TRUE
"2612",2752,68751,"FREDRICKSBURG","VA",1,100,"COMMISSION","Not Specified",0,236,68751,33,2017-10-07,0,0,0,15,0,0,0,638.4,0,0,0,9576,0,0,0,638.4,0,0,0,9576,0,0,0,0,0,0,0,0,0,0,0,13.9333333333333,0,0,0,209,0.5,0.5,0.5,0.545454545454545,"less than or equal to 3 month",FALSE
"2613",2753,68753,"SAN YSIDRO","CA",1,100,"COMMISSION","Not Specified",1,107,68753,209,2017-12-30,0,0,0,128,0,0,0,729.296875,0,0,0,93350,0,0,0,729.296875,0,0,0,93350,0,0,0,0,0,0,0,0,0,0,0,13.796875,0,0,0,1766,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"2614",2754,68755,"WESTCHESTER","IL",1,100,"COMMISSION","Not Specified",1,107,68755,77,2017-08-18,0,0,0,56,0,0,0,638.571428571429,0,0,0,35760,0,0,0,638.571428571429,0,0,0,35760,0,0,0,0,0,0,0,0,0,0,0,11.75,0,0,0,658,0.5,0.5,0.5,0.465116279069767,"less than or equal to 3 month",TRUE
"2615",2755,68756,"WESTCHESTER","IL",1,100,"COMMISSION","Not Specified",0,236,68756,1,2017-07-24,0,0,0,1,0,0,0,447,0,0,0,447,0,0,0,447,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0.5,0.5,0.5,0,"less than or equal to a month",TRUE
"2616",2756,68757,"WESTCHESTER","IL",1,100,"COMMISSION","Not Specified",0,236,68757,72,2017-08-15,0,0,0,51,0,0,0,705.558823529412,0,0,0,35983.5,0,0,0,705.558823529412,0,0,0,35983.5,0,0,0,0,0,0,0,0,0,0,0,13.7647058823529,0,0,0,702,0.5,0.5,0.5,0.395348837209302,"less than or equal to 3 month",TRUE
