"","X1","Driver_ID","dr_city","dr_state","dr_contract","dr_commission","dr_paytype","dr_wkbase","dr_onduty","dr_status","Driver_Id","tenure(in_days)","last_ride","rides_in_last_1_month","rides_in_last_3_month","rides_in_last_6_month","rides_in_last_1_year","average_total_payment_1_month","average_total_payment_3_month","average_total_payment_6_month","average_total_payment_1_year","sum_total_payment_1_month","sum_total_payment_3_month","sum_total_payment_6_month","sum_total_payment_1_year","average_standard_payment_1_month","average_standard_payment_3_month","average_standard_payment_6_month","average_standard_payment_1_year","sum_standard_payment_1_month","sum_standard_payment_3_month","sum_standard_payment_6_month","sum_standard_payment_1_year","average_non_standard_payment_1_month","average_non_standard_payment_3_month","average_non_standard_payment_6_month","average_non_standard_payment_1_year","sum_non_standard_payment_1_month","sum_non_standard_payment_3_month","sum_non_standard_payment_6_month","sum_non_standard_payment_1_year","average_jobs_1_month","average_jobs_3_month","average_jobs_6_month","average_jobs_1_year","total_jobs_1_month","total_jobs_3_month","total_jobs_6_month","total_jobs_1_year","average_satisfaction_1_month","average_satisfaction_3_month","average_satisfaction_6_month","average_satisfaction_1_year","Tenure(in_categories)","churn_status"
"2617",2757,68758,"WESTCHESTER","IL",1,100,"COMMISSION","Not Specified",0,236,68758,72,2017-08-14,0,0,0,44,0,0,0,611.238636363636,0,0,0,26894.5,0,0,0,611.238636363636,0,0,0,26894.5,0,0,0,0,0,0,0,0,0,0,0,11.3181818181818,0,0,0,498,0.5,0.5,0.5,0.648648648648649,"less than or equal to 3 month",TRUE
"2618",2758,68763,"STEUBENVILLE","OH",1,100,"COMMISSION","Not Specified",0,236,68763,91,2017-11-24,0,0,0,63,0,0,0,794.355873015873,0,0,0,50044.42,0,0,0,793.555873015873,0,0,0,49994.02,0,0,0,0.8,0,0,0,50.4,0,0,0,9.6984126984127,0,0,0,611,0.5,0.5,0.5,0.758620689655172,"less than or equal to 6 month",FALSE
"2619",2759,68765,"BALDWIN PARK","CA",1,100,"COMMISSION","Not Specified",1,107,68765,170,2017-11-25,0,0,0,85,0,0,0,564,0,0,0,47940,0,0,0,564,0,0,0,47940,0,0,0,0,0,0,0,0,0,0,0,17.8,0,0,0,1513,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"2620",2760,68766,"TAKOMA PARK","MD",1,100,"COMMISSION","Not Specified",0,236,68766,208,2017-12-29,0,0,0,166,0,0,0,1051.45981927711,0,0,0,174542.33,0,0,0,1029.48084337349,0,0,0,170893.82,0,0,0,21.9789759036145,0,0,0,3648.51,0,0,0,12.6084337349398,0,0,0,2093,0.5,0.5,0.5,0.743589743589744,"more than 6 month",FALSE
"2621",2761,68768,"HAYWARD","CA",1,100,"COMMISSION","Not Specified",1,107,68768,209,2017-12-31,0,0,0,203,0,0,0,1516.96236453202,0,0,0,307943.36,0,0,0,1502.07965517241,0,0,0,304922.17,0,0,0,14.8827093596059,0,0,0,3021.19,0,0,0,15.8275862068966,0,0,0,3213,0.5,0.5,0.5,0.734806629834254,"more than 6 month",FALSE
"2622",2762,68770,"CAPE CORAL","FL",1,100,"COMMISSION","1",1,107,68770,69,2017-10-19,0,0,0,53,0,0,0,548.169811320755,0,0,0,29053,0,0,0,548.169811320755,0,0,0,29053,0,0,0,0,0,0,0,0,0,0,0,9.0188679245283,0,0,0,478,0.5,0.5,0.5,0.8,"less than or equal to 3 month",FALSE
"2623",2763,68775,"NORTH PORT","FL",1,100,"COMMISSION","1",1,107,68775,179,2017-12-30,0,0,0,122,0,0,0,1978.40770491803,0,0,0,241365.74,0,0,0,1956.96508196721,0,0,0,238749.74,0,0,0,21.4426229508197,0,0,0,2616,0,0,0,5.5,0,0,0,671,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"2624",2765,68780,"PERTH AMBOY","NJ",1,100,"COMMISSION","1",0,236,68780,51,2017-07-26,0,0,0,33,0,0,0,786.499696969697,0,0,0,25954.49,0,0,0,786.262727272727,0,0,0,25946.67,0,0,0,0.236969696969697,0,0,0,7.82,0,0,0,13.5757575757576,0,0,0,448,0.5,0.5,0.5,0.333333333333333,"less than or equal to 3 month",TRUE
"2625",2766,68781,"DAYTON","TX",1,100,"COMMISSION","Not Specified",0,236,68781,118,2017-10-09,0,0,0,68,0,0,0,476.647058823529,0,0,0,32412,0,0,0,476.647058823529,0,0,0,32412,0,0,0,0,0,0,0,0,0,0,0,6.86764705882353,0,0,0,467,0.5,0.5,0.5,0.64,"less than or equal to 6 month",FALSE
"2626",2767,68782,"CHESAPEAKE","VA",1,100,"COMMISSION","1",0,236,68782,56,2017-08-02,0,0,0,49,0,0,0,810.979591836735,0,0,0,39738,0,0,0,810.979591836735,0,0,0,39738,0,0,0,0,0,0,0,0,0,0,0,13.8571428571429,0,0,0,679,0.5,0.5,0.5,0.612244897959184,"less than or equal to 3 month",TRUE
"2627",2768,68787,"CANTON","OH",1,100,"COMMISSION","1",0,236,68787,27,2017-10-12,0,0,0,24,0,0,0,834.166666666667,0,0,0,20020,0,0,0,834.166666666667,0,0,0,20020,0,0,0,0,0,0,0,0,0,0,0,8.125,0,0,0,195,0.5,0.5,0.5,0.333333333333333,"less than or equal to a month",FALSE
"2628",2769,68789,"KENNESAW<U+00A0>","GA",1,100,"COMMISSION","Not Specified",1,107,68789,204,2017-12-29,0,0,0,134,0,0,0,1046.82567164179,0,0,0,140274.64,0,0,0,722.331268656716,0,0,0,96792.39,0,0,0,324.494402985075,0,0,0,43482.25,0,0,0,8.67910447761194,0,0,0,1163,0.5,0.5,0.5,0.8,"more than 6 month",FALSE
"2629",2770,68790,"HOUSTON","TX",1,100,"COMMISSION","Not Specified",0,236,68790,2,2017-06-19,0,0,0,2,0,0,0,1260,0,0,0,2520,0,0,0,1260,0,0,0,2520,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,38,0.5,0.5,0.5,1,"less than or equal to a month",TRUE
"2630",2771,68791,"ODESSA","TX",1,100,"COMMISSION","1",0,236,68791,25,2017-07-04,0,0,0,19,0,0,0,514.105263157895,0,0,0,9768,0,0,0,514.105263157895,0,0,0,9768,0,0,0,0,0,0,0,0,0,0,0,6.05263157894737,0,0,0,115,0.5,0.5,0.5,0.8,"less than or equal to a month",TRUE
"2631",2772,68792,"SLIDELL","LA",1,100,"COMMISSION","Not Specified",0,236,68792,43,2017-07-18,0,0,0,25,0,0,0,1008.8064,0,0,0,25220.16,0,0,0,1008.8064,0,0,0,25220.16,0,0,0,0,0,0,0,0,0,0,0,12.56,0,0,0,314,0.5,0.5,0.5,0.5,"less than or equal to 3 month",TRUE
"2632",2773,68794,"NASHVILLE","TN",1,100,"COMMISSION","Not Specified",1,107,68794,1,2017-06-07,0,0,0,1,0,0,0,480,0,0,0,480,0,0,0,480,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0.5,0.5,0.5,1,"less than or equal to a month",TRUE
"2633",2774,68795,"NASHVILLE","TN",1,100,"COMMISSION","Not Specified",1,107,68795,207,2017-12-30,0,0,0,145,0,0,0,890.48275862069,0,0,0,129120,0,0,0,890.48275862069,0,0,0,129120,0,0,0,0,0,0,0,0,0,0,0,11.2896551724138,0,0,0,1637,0.5,0.5,0.5,0.520833333333333,"more than 6 month",FALSE
"2634",2775,68799,"NASHVILLE","TN",1,100,"COMMISSION","Not Specified",1,107,68799,198,2017-12-30,0,0,0,77,0,0,0,848.230519480519,0,0,0,65313.75,0,0,0,848.230519480519,0,0,0,65313.75,0,0,0,0,0,0,0,0,0,0,0,10.2857142857143,0,0,0,792,0.5,0.5,0.5,0.577464788732394,"more than 6 month",FALSE
"2635",2776,68800,"LAWRENCE","MA",1,100,"COMMISSION","Not Specified",0,236,68800,36,2017-08-20,0,0,0,3,0,0,0,1040,0,0,0,3120,0,0,0,1040,0,0,0,3120,0,0,0,0,0,0,0,0,0,0,0,16.3333333333333,0,0,0,49,0.5,0.5,0.5,0,"less than or equal to 3 month",TRUE
"2636",2777,68801,"LAWRENCE","MA",1,100,"COMMISSION","1",0,236,68801,72,2017-08-21,0,0,0,38,0,0,0,964.526315789474,0,0,0,36652,0,0,0,914.473684210526,0,0,0,34750,0,0,0,50.0526315789474,0,0,0,1902,0,0,0,15.0263157894737,0,0,0,571,0.5,0.5,0.5,0.416666666666667,"less than or equal to 3 month",TRUE
"2637",2778,68802,"LAS VEGAS","NV",1,100,"COMMISSION","Not Specified",1,107,68802,68,2017-08-18,0,0,0,23,0,0,0,663.369565217391,0,0,0,15257.5,0,0,0,663.369565217391,0,0,0,15257.5,0,0,0,0,0,0,0,0,0,0,0,11.4347826086957,0,0,0,263,0.5,0.5,0.5,0.681818181818182,"less than or equal to 3 month",TRUE
"2638",2779,68811,"ROMULUS","MI",1,100,"COMMISSION","Not Specified",0,236,68811,81,2017-09-11,0,0,0,52,0,0,0,890.126153846154,0,0,0,46286.56,0,0,0,1009.39538461538,0,0,0,52488.56,0,0,0,-119.269230769231,0,0,0,-6202,0,0,0,13.6538461538462,0,0,0,710,0.5,0.5,0.5,0.285714285714286,"less than or equal to 3 month",TRUE
"2639",2780,68826,"HOUSTON","TX",1,100,"COMMISSION","Not Specified",0,236,68826,198,2017-12-29,0,0,0,145,0,0,0,1018.55917241379,0,0,0,147691.08,0,0,0,781.065655172414,0,0,0,113254.52,0,0,0,237.493517241379,0,0,0,34436.56,0,0,0,7.4551724137931,0,0,0,1081,0.5,0.5,0.5,0.808219178082192,"more than 6 month",FALSE
"2640",2781,68833,"MOLINE ACRES","MO",1,100,"COMMISSION","Not Specified",1,107,68833,173,2017-12-29,0,0,0,113,0,0,0,490.53982300885,0,0,0,55431,0,0,0,404.057610619469,0,0,0,45658.51,0,0,0,86.4822123893805,0,0,0,9772.49,0,0,0,12.4070796460177,0,0,0,1402,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"2641",2782,68834,"HAMPSTEAD","MD",1,100,"COMMISSION","Not Specified",0,236,68834,51,2017-07-28,0,0,0,26,0,0,0,606.230769230769,0,0,0,15762,0,0,0,606.230769230769,0,0,0,15762,0,0,0,0,0,0,0,0,0,0,0,11.6153846153846,0,0,0,302,0.5,0.5,0.5,0.565217391304348,"less than or equal to 3 month",TRUE
"2642",2783,68836,"NASHVILLE","TN",1,100,"COMMISSION","Not Specified",1,107,68836,55,2017-08-01,0,0,0,28,0,0,0,843.219285714286,0,0,0,23610.14,0,0,0,843.219285714286,0,0,0,23610.14,0,0,0,0,0,0,0,0,0,0,0,10.3928571428571,0,0,0,291,0.5,0.5,0.5,0.5,"less than or equal to 3 month",TRUE
"2643",2784,68838,"DAYTON","TX",1,100,"COMMISSION","Not Specified",1,107,68838,204,2017-12-30,0,0,0,125,0,0,0,670.0268,0,0,0,83753.35,0,0,0,670.0268,0,0,0,83753.35,0,0,0,0,0,0,0,0,0,0,0,9.408,0,0,0,1176,0.5,0.5,0.5,0.419354838709677,"more than 6 month",FALSE
"2644",2785,68846,"CAPE CORAL","FL",1,100,"COMMISSION","1",0,236,68846,205,2017-12-29,0,0,0,139,0,0,0,685.273381294964,0,0,0,95253,0,0,0,685.273381294964,0,0,0,95253,0,0,0,0,0,0,0,0,0,0,0,11.9352517985612,0,0,0,1659,0.5,0.5,0.5,0.548387096774194,"more than 6 month",FALSE
"2645",2786,68850,"BETHLEHEM","PA",1,100,"COMMISSION","1",1,107,68850,187,2017-12-31,0,0,0,160,0,0,0,1651.93875,0,0,0,264310.2,0,0,0,1651.75125,0,0,0,264280.2,0,0,0,0.1875,0,0,0,30,0,0,0,12.96875,0,0,0,2075,0.5,0.5,0.5,0.579545454545455,"more than 6 month",FALSE
"2646",2787,68853,"KENT","OH",1,100,"COMMISSION","Not Specified",1,107,68853,26,2017-11-04,0,0,0,25,0,0,0,843.52,0,0,0,21088,0,0,0,708.24,0,0,0,17706,0,0,0,135.28,0,0,0,3382,0,0,0,11.32,0,0,0,283,0.5,0.5,0.5,0.541666666666667,"less than or equal to a month",FALSE
"2647",2788,68855,"LATHROP","CA",1,100,"COMMISSION","1",0,236,68855,1,2017-09-06,0,0,0,1,0,0,0,768.88,0,0,0,768.88,0,0,0,768.88,0,0,0,768.88,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0.5,0.5,0.5,1,"less than or equal to a month",TRUE
"2648",2789,68860,"ELGIN","IL",1,100,"COMMISSION","Not Specified",0,236,68860,142,2017-10-28,0,0,0,131,0,0,0,879.25572519084,0,0,0,115182.5,0,0,0,879.25572519084,0,0,0,115182.5,0,0,0,0,0,0,0,0,0,0,0,13.2213740458015,0,0,0,1732,0.5,0.5,0.5,0.4,"less than or equal to 6 month",FALSE
"2649",2790,68863,"MIAMI","FL",1,100,"COMMISSION","1",1,107,68863,158,2017-11-21,0,0,0,55,0,0,0,943.945454545455,0,0,0,51917,0,0,0,943.945454545455,0,0,0,51917,0,0,0,0,0,0,0,0,0,0,0,16.3818181818182,0,0,0,901,0.5,0.5,0.5,0.618181818181818,"less than or equal to 6 month",FALSE
"2650",2791,68865,"GREAT NECK","NY",1,100,"COMMISSION","Not Specified",0,236,68865,20,2017-06-30,0,0,0,11,0,0,0,451.561818181818,0,0,0,4967.18,0,0,0,451.561818181818,0,0,0,4967.18,0,0,0,0,0,0,0,0,0,0,0,8.54545454545454,0,0,0,94,0.5,0.5,0.5,0.6,"less than or equal to a month",TRUE
"2651",2792,68870,"RICHMOND","TX",1,100,"COMMISSION","Not Specified",0,236,68870,99,2017-10-04,0,0,0,80,0,0,0,574.65,0,0,0,45972,0,0,0,574.65,0,0,0,45972,0,0,0,0,0,0,0,0,0,0,0,14.025,0,0,0,1122,0.5,0.5,0.5,0.323529411764706,"less than or equal to 6 month",FALSE
"2652",2793,68873,"BRAMPTON","ON",1,0,"DAILY","Not Specified",1,107,68873,123,2017-12-31,0,0,0,98,0,0,0,7.06122448979592,0,0,0,692,0,0,0,7.06122448979592,0,0,0,692,0,0,0,0,0,0,0,0,0,0,0,6.23469387755102,0,0,0,611,0.5,0.5,0.5,0.8,"less than or equal to 6 month",FALSE
"2653",2794,68877,"SAN YSIDRO","CA",1,100,"COMMISSION","Not Specified",1,107,68877,46,2017-12-31,0,0,0,29,0,0,0,688.965517241379,0,0,0,19980,0,0,0,688.965517241379,0,0,0,19980,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,377,0.5,0.5,0.5,0.5,"less than or equal to 3 month",FALSE
"2654",2795,68880,"CHICAGO","IL",1,100,"COMMISSION","1",0,236,68880,94,2017-09-02,0,0,0,74,0,0,0,910.714054054054,0,0,0,67392.84,0,0,0,707.360810810811,0,0,0,52344.7,0,0,0,203.353243243243,0,0,0,15048.14,0,0,0,14.7837837837838,0,0,0,1094,0.5,0.5,0.5,0.5,"less than or equal to 6 month",TRUE
"2655",2796,68881,"PERTH AMBOY","NJ",1,100,"COMMISSION","1",1,107,68881,206,2017-12-31,0,0,0,139,0,0,0,896.846258992806,0,0,0,124661.63,0,0,0,893.895899280576,0,0,0,124251.53,0,0,0,2.95035971223022,0,0,0,410.1,0,0,0,12.1942446043165,0,0,0,1695,0.5,0.5,0.5,0.489583333333333,"more than 6 month",FALSE
"2656",2797,68882,"VALLEJO","CA",1,100,"COMMISSION","Not Specified",0,236,68882,31,2017-08-08,0,0,0,7,0,0,0,558.857142857143,0,0,0,3912,0,0,0,558.857142857143,0,0,0,3912,0,0,0,0,0,0,0,0,0,0,0,8.71428571428571,0,0,0,61,0.5,0.5,0.5,0.8,"less than or equal to 3 month",TRUE
"2657",2798,68884,"VALLEJO","CA",1,100,"COMMISSION","Not Specified",0,236,68884,3,2017-08-15,0,0,0,3,0,0,0,380,0,0,0,1140,0,0,0,380,0,0,0,1140,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,0,0,0,20,0.5,0.5,0.5,0,"less than or equal to a month",TRUE
"2658",2799,68885,"WOOD CROSS","UT",1,100,"COMMISSION","Not Specified",0,236,68885,212,2017-12-30,0,0,0,159,0,0,0,745.691698113208,0,0,0,118564.98,0,0,0,697.449308176101,0,0,0,110894.44,0,0,0,48.2423899371069,0,0,0,7670.54,0,0,0,12.3207547169811,0,0,0,1959,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"2659",2800,68888,"AMITYVILLE","NY",1,100,"COMMISSION","Not Specified",1,107,68888,201,2017-12-30,0,0,0,133,0,0,0,956.676240601504,0,0,0,127237.94,0,0,0,954.85007518797,0,0,0,126995.06,0,0,0,1.82616541353383,0,0,0,242.88,0,0,0,11.015037593985,0,0,0,1465,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"2660",2801,68893,"CHARLOTTE","NC",1,100,"COMMISSION","Not Specified",0,236,68893,164,2017-11-18,0,0,0,98,0,0,0,1074.57142857143,0,0,0,105308,0,0,0,561.918367346939,0,0,0,55068,0,0,0,512.65306122449,0,0,0,50240,0,0,0,12.2959183673469,0,0,0,1205,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"2661",2802,68904,"CORAL SPRINGS","FL",1,100,"COMMISSION","1",1,107,68904,92,2017-09-09,0,0,0,75,0,0,0,779.466666666667,0,0,0,58460,0,0,0,779.466666666667,0,0,0,58460,0,0,0,0,0,0,0,0,0,0,0,16.0666666666667,0,0,0,1205,0.5,0.5,0.5,0.557142857142857,"less than or equal to 6 month",TRUE
"2662",2803,68905,"CORAL SPRINGS","FL",1,100,"COMMISSION","Not Specified",0,236,68905,2,2017-08-15,0,0,0,2,0,0,0,222,0,0,0,444,0,0,0,222,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"2663",2804,68916,"LAGRANGE","GA",1,100,"COMMISSION","Not Specified",0,236,68916,49,2017-07-28,0,0,0,45,0,0,0,714,0,0,0,32130,0,0,0,714,0,0,0,32130,0,0,0,0,0,0,0,0,0,0,0,14.6888888888889,0,0,0,661,0.5,0.5,0.5,0.295454545454545,"less than or equal to 3 month",TRUE
"2664",2805,68917,"LAGRANGE","GA",1,100,"COMMISSION","Not Specified",0,236,68917,2,2017-06-16,0,0,0,2,0,0,0,840,0,0,0,1680,0,0,0,840,0,0,0,1680,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0,0,27,0.5,0.5,0.5,1,"less than or equal to a month",TRUE
"2665",2806,68920,"HOUSTON","TX",1,100,"COMMISSION","Not Specified",0,236,68920,142,2017-11-01,0,0,0,87,0,0,0,744.727816091954,0,0,0,64791.32,0,0,0,744.727816091954,0,0,0,64791.32,0,0,0,0,0,0,0,0,0,0,0,12.2988505747126,0,0,0,1070,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"2666",2807,68923,"CAPE CORAL","FL",1,100,"COMMISSION","Not Specified",0,236,68923,1,2017-08-17,0,0,0,1,0,0,0,621,0,0,0,621,0,0,0,621,0,0,0,621,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0.5,0.5,0.5,0,"less than or equal to a month",TRUE
"2667",2808,68927,"BAYTOWN","TX",1,100,"COMMISSION","Not Specified",0,236,68927,40,2017-07-23,0,0,0,28,0,0,0,646.714285714286,0,0,0,18108,0,0,0,646.714285714286,0,0,0,18108,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,336,0.5,0.5,0.5,0.730769230769231,"less than or equal to 3 month",TRUE
"2668",2809,68928,"BEAUMONT","TX",1,100,"COMMISSION","Not Specified",0,236,68928,29,2017-07-12,0,0,0,24,0,0,0,606,0,0,0,14544,0,0,0,606,0,0,0,14544,0,0,0,0,0,0,0,0,0,0,0,11.3333333333333,0,0,0,272,0.5,0.5,0.5,0.636363636363636,"less than or equal to a month",TRUE
"2669",2810,68929,"BAYTOWN","TX",1,100,"COMMISSION","Not Specified",0,236,68929,48,2017-07-21,0,0,0,36,0,0,0,650,0,0,0,23400,0,0,0,650,0,0,0,23400,0,0,0,0,0,0,0,0,0,0,0,11.6666666666667,0,0,0,420,0.5,0.5,0.5,0.527777777777778,"less than or equal to 3 month",TRUE
"2670",2811,68931,"TOMS RIVER","NJ",1,100,"COMMISSION","Not Specified",1,107,68931,1,2017-06-10,0,0,0,1,0,0,0,1771,0,0,0,1771,0,0,0,1771,0,0,0,1771,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,0.5,0.5,0.5,0,"less than or equal to a month",TRUE
"2671",2812,68938,"BAYTOWN","TX",1,100,"COMMISSION","Not Specified",0,236,68938,34,2017-07-23,0,0,0,6,0,0,0,480,0,0,0,2880,0,0,0,480,0,0,0,2880,0,0,0,0,0,0,0,0,0,0,0,7.66666666666667,0,0,0,46,0.5,0.5,0.5,0.6,"less than or equal to 3 month",TRUE
"2672",2813,68940,"LIVONIA","MI",1,100,"COMMISSION","Not Specified",0,236,68940,195,2017-12-31,0,0,0,165,0,0,0,1289.32436363636,0,0,0,212738.52,0,0,0,1288.17612121212,0,0,0,212549.06,0,0,0,1.14824242424242,0,0,0,189.46,0,0,0,12.8060606060606,0,0,0,2113,0.5,0.5,0.5,0.625,"more than 6 month",FALSE
"2673",2814,68944,"TORONTO","ON",1,0,"DAILY","Not Specified",1,107,68944,201,2017-12-31,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.18131868131868,0,0,0,1671,0.5,0.5,0.5,0.640449438202247,"more than 6 month",FALSE
"2674",2815,68947,"PORT SAINT LUCIE","FL",1,100,"COMMISSION","Not Specified",0,236,68947,67,2017-08-18,0,0,0,53,0,0,0,846.22641509434,0,0,0,44850,0,0,0,846.22641509434,0,0,0,44850,0,0,0,0,0,0,0,0,0,0,0,14.7169811320755,0,0,0,780,0.5,0.5,0.5,0.377358490566038,"less than or equal to 3 month",TRUE
"2675",2816,68954,"TAMPA","FL",1,100,"COMMISSION","1",0,236,68954,67,2017-08-18,0,0,0,57,0,0,0,780.789473684211,0,0,0,44505,0,0,0,780.789473684211,0,0,0,44505,0,0,0,0,0,0,0,0,0,0,0,14.9122807017544,0,0,0,850,0.5,0.5,0.5,0.526315789473684,"less than or equal to 3 month",TRUE
"2676",2818,68959,"BUCKEYE","AZ",1,100,"COMMISSION","1",1,107,68959,211,2017-12-30,0,0,0,149,0,0,0,1712.65771812081,0,0,0,255186,0,0,0,1633.57046979866,0,0,0,243402,0,0,0,79.0872483221476,0,0,0,11784,0,0,0,5.43624161073826,0,0,0,810,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"2677",2819,68962,"HOUSTON","TX",1,100,"COMMISSION","1",0,236,68962,4,2017-07-18,0,0,0,3,0,0,0,528,0,0,0,1584,0,0,0,528,0,0,0,1584,0,0,0,0,0,0,0,0,0,0,0,13.6666666666667,0,0,0,41,0.5,0.5,0.5,0.333333333333333,"less than or equal to a month",TRUE
"2678",2820,68965,"DORCHESTER","MA",1,100,"COMMISSION","1",0,236,68965,171,2017-12-02,0,0,0,29,0,0,0,1022.8275862069,0,0,0,29662,0,0,0,1003.24137931034,0,0,0,29094,0,0,0,19.5862068965517,0,0,0,568,0,0,0,16.1724137931034,0,0,0,469,0.5,0.5,0.5,0.384615384615385,"less than or equal to 6 month",FALSE
"2679",2821,68969,"STALLINGS","NC",1,100,"COMMISSION","1",0,236,68969,120,2017-10-11,0,0,0,56,0,0,0,661.375,0,0,0,37037,0,0,0,661.375,0,0,0,37037,0,0,0,0,0,0,0,0,0,0,0,10.6428571428571,0,0,0,596,0.5,0.5,0.5,0.555555555555556,"less than or equal to 6 month",FALSE
"2680",2822,68970,"STALLINGS","NC",1,100,"COMMISSION","1",1,107,68970,194,2017-12-24,0,0,0,109,0,0,0,717.600917431193,0,0,0,78218.5,0,0,0,717.600917431193,0,0,0,78218.5,0,0,0,0,0,0,0,0,0,0,0,11.5137614678899,0,0,0,1255,0.5,0.5,0.5,0.511111111111111,"more than 6 month",FALSE
"2681",2823,68972,"NORFOLK","VA",1,100,"COMMISSION","Not Specified",0,236,68972,21,2017-10-30,0,0,0,2,0,0,0,703,0,0,0,1406,0,0,0,703,0,0,0,1406,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,23,0.5,0.5,0.5,0.5,"less than or equal to a month",FALSE
"2682",2824,68974,"SAN LEANDRO","CA",1,100,"COMMISSION","Not Specified",0,236,68974,166,2017-12-03,0,0,0,118,0,0,0,916.99093220339,0,0,0,108204.93,0,0,0,796.075847457627,0,0,0,93936.95,0,0,0,120.915084745763,0,0,0,14267.98,0,0,0,10.2542372881356,0,0,0,1210,0.5,0.5,0.5,0.555555555555556,"less than or equal to 6 month",FALSE
"2683",2825,68975,"CLAIRTON","PA",1,100,"COMMISSION","Not Specified",0,236,68975,63,2017-08-16,0,0,0,36,0,0,0,642.890833333333,0,0,0,23144.07,0,0,0,642.890833333333,0,0,0,23144.07,0,0,0,0,0,0,0,0,0,0,0,8.61111111111111,0,0,0,310,0.5,0.5,0.5,0.823529411764706,"less than or equal to 3 month",TRUE
"2684",2826,68978,"MIAMI","FL",1,100,"COMMISSION","Not Specified",0,236,68978,16,2017-12-01,0,0,0,2,0,0,0,788.97,0,0,0,1577.94,0,0,0,673.27,0,0,0,1346.54,0,0,0,115.7,0,0,0,231.4,0,0,0,23,0,0,0,46,0.5,0.5,0.5,1,"less than or equal to a month",FALSE
"2685",2827,68979,"VAUXHALL","NJ",1,100,"COMMISSION","1",1,107,68979,168,2017-12-28,0,0,0,109,0,0,0,762.94880733945,0,0,0,83161.42,0,0,0,761.191743119266,0,0,0,82969.9,0,0,0,1.75706422018349,0,0,0,191.52,0,0,0,11.9174311926606,0,0,0,1299,0.5,0.5,0.5,0.68,"less than or equal to 6 month",FALSE
"2686",2828,68986,"MIAMI","FL",1,100,"COMMISSION","Not Specified",1,107,68986,33,2017-12-30,0,0,0,14,0,0,0,545.214285714286,0,0,0,7633,0,0,0,545.214285714286,0,0,0,7633,0,0,0,0,0,0,0,0,0,0,0,9.57142857142857,0,0,0,134,0.5,0.5,0.5,0.5,"less than or equal to 3 month",FALSE
"2687",2829,68989,"MIAMI","FL",1,100,"COMMISSION","Not Specified",0,236,68989,46,2017-08-12,0,0,0,22,0,0,0,554.272727272727,0,0,0,12194,0,0,0,554.272727272727,0,0,0,12194,0,0,0,0,0,0,0,0,0,0,0,10.9545454545455,0,0,0,241,0.5,0.5,0.5,0.5,"less than or equal to 3 month",TRUE
"2688",2830,68993,"HOUSTON","TX",1,100,"COMMISSION","1",0,236,68993,106,2017-09-16,0,0,0,50,0,0,0,936.4,0,0,0,46820,0,0,0,936.4,0,0,0,46820,0,0,0,0,0,0,0,0,0,0,0,3.96,0,0,0,198,0.5,0.5,0.5,0.5,"less than or equal to 6 month",TRUE
"2689",2831,68994,"HOUSTON","TX",1,100,"COMMISSION","1",0,236,68994,1,2017-07-18,0,0,0,1,0,0,0,720,0,0,0,720,0,0,0,720,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"2690",2832,68998,"NEW BRAUNFELS","TX",1,100,"COMMISSION","Not Specified",1,107,68998,192,2017-12-30,0,0,0,127,0,0,0,1406.39141732283,0,0,0,178611.71,0,0,0,1356.76811023622,0,0,0,172309.55,0,0,0,49.6233070866142,0,0,0,6302.16,0,0,0,13.0944881889764,0,0,0,1663,0.5,0.5,0.5,0.76,"more than 6 month",FALSE
"2691",2833,69001,"AURORA","IL",1,100,"COMMISSION","Not Specified",0,236,69001,79,2017-09-06,0,0,0,48,0,0,0,1235.54395833333,0,0,0,59306.11,0,0,0,930.356458333333,0,0,0,44657.11,0,0,0,305.1875,0,0,0,14649,0,0,0,10.4166666666667,0,0,0,500,0.5,0.5,0.5,0.767441860465116,"less than or equal to 3 month",TRUE
